ref,pollster,publisher,fieldwork_start,fieldwork_end,respondents,method,question_type,qid,question,party,party_as_written,seats,pct,undecided_pct,in_model,cec_publish_date
4046,מדגם,חדשות 12,2026-08-03,2026-08-03,503,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגות חד""ש, תע""ל ובל""ד היו מתמודדות ברשימה אחת, ובנוסף, ח""כ יואב סגלוביץ' יצטרף לרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",בית ציוני,בית ציוני - המילואימניקים בראשות חילי טרופר ויועז הנדל,4,3.3,8.0,1,2026-08-04
4046,מדגם,חדשות 12,2026-08-03,2026-08-03,503,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגות חד""ש, תע""ל ובל""ד היו מתמודדות ברשימה אחת, ובנוסף, ח""כ יואב סגלוביץ' יצטרף לרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",כחול לבן,כחול לבן בראשות בני גנץ,0,1.3,8.0,1,2026-08-04
4047,מאגר מוחות,ערוץ 16,2026-08-02,2026-08-03,547,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",ישר,"מפלגת ""ישר!"" בראשות גדי איזנקוט",22,16.0,10.0,1,2026-08-06
4047,מאגר מוחות,ערוץ 16,2026-08-02,2026-08-03,547,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",הליכוד,הליכוד בראשות בנימין נתניהו,21,15.0,10.0,1,2026-08-06
4047,מאגר מוחות,ערוץ 16,2026-08-02,2026-08-03,547,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",ביחד,"מפלגת ""ביחד"", בראשות נפתלי בנט",14,10.0,10.0,1,2026-08-06
4047,מאגר מוחות,ערוץ 16,2026-08-02,2026-08-03,547,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",הדמוקרטים,הדמוקרטים בראשות יאיר גולן,11,8.0,10.0,1,2026-08-06
4047,מאגר מוחות,ערוץ 16,2026-08-02,2026-08-03,547,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",עוצמה יהודית,עוצמה יהודית בראשות איתמר בן גביר,9,7.0,10.0,1,2026-08-06
4047,מאגר מוחות,ערוץ 16,2026-08-02,2026-08-03,547,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)","ש""ס","ש""ס בראשות אריה דרעי",9,6.0,10.0,1,2026-08-06
4047,מאגר מוחות,ערוץ 16,2026-08-02,2026-08-03,547,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",ישראל ביתנו,ישראל ביתנו בראשות אביגדור ליברמן,9,6.0,10.0,1,2026-08-06
4047,מאגר מוחות,ערוץ 16,2026-08-02,2026-08-03,547,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",יהדות התורה,יהדות התורה בראשות יצחק גולדקנופף,8,5.0,10.0,1,2026-08-06
4047,מאגר מוחות,ערוץ 16,2026-08-02,2026-08-03,547,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",הרשימה המשותפת,"חדש-תע""ל בראשות יוסף ג'בארין ואחמד טיבי",5,3.0,10.0,1,2026-08-06
4047,מאגר מוחות,ערוץ 16,2026-08-02,2026-08-03,547,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",הציונות הדתית,הציונות הדתית בראשות בצלאל סמוטריץ',4,3.0,10.0,1,2026-08-06
4047,מאגר מוחות,ערוץ 16,2026-08-02,2026-08-03,547,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)","רע""ם","רע""ם בראשות מנסור עבאס",4,3.0,10.0,1,2026-08-06
4047,מאגר מוחות,ערוץ 16,2026-08-02,2026-08-03,547,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",בית ציוני,הבית הציוני בראשות יועז הנדל וחילי טרופר,4,3.0,10.0,1,2026-08-06
4047,מאגר מוחות,ערוץ 16,2026-08-02,2026-08-03,547,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",כחול לבן,כחול לבן בראשות בני גנץ,0,1.2,10.0,1,2026-08-06
4047,מאגר מוחות,ערוץ 16,2026-08-02,2026-08-03,547,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",אחר,"בל""ד בראשות סמי אבו שחאדה",0,2.2,10.0,1,2026-08-06
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)",הליכוד,הליכוד בראשות בנימין נתניהו,31,23.7,,1,2026-08-16
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)",ישר,ישר בראשות גדי אינזקוט,22,16.8,,1,2026-08-16
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)","ש""ס","ש""ס בראשות אריה דרעי",11,8.4,,1,2026-08-16
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)",הדמוקרטים,הדמוקרטים בראשות יאיר גולן,10,7.6,,1,2026-08-16
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)",ביחד,יחד בראשות נפתלי בנט,8,6.1,,1,2026-08-16
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)",יהדות התורה,יהדות התורה,8,6.2,,1,2026-08-16
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)",ישראל ביתנו,ישראל ביתנו בראשות אביגדור ליברמן,8,6.0,,1,2026-08-16
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)",עוצמה יהודית,עוצמה יהודית בראשות איתמר בן גביר,6,4.8,,1,2026-08-16
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)",הציונות הדתית,הציונות הדתית בראשות בצלאל סמוטריץ',6,4.4,,1,2026-08-16
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)","רע""ם","רע""מ בראשות מנסור עבאס",5,3.9,,1,2026-08-16
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)",הרשימה המשותפת,"חד""ש-תע""ל",5,3.7,,1,2026-08-16
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)",אחר,"בל""ד",0,2.9,,1,2026-08-16
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)",בית ציוני,מפלגה בראשות חילי טרופר ויועז הנדל,0,1.9,,1,2026-08-16
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)",זהות,זהות בראשות משה פייגלין,0,1.3,,1,2026-08-16
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)",עמך ישראל,מפלגה בראשות עופר וינטר,0,1.2,,1,2026-08-16
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)",כחול לבן,כחול לבן בראשות בני גנץ,0,0.5,,1,2026-08-16
4070,נקסט דאטה,ערוץ 14,2026-08-03,2026-08-04,588,internet,main,1,"תוצאות עיקריות - מנדטים: מפת המנדטים הסופית, כנסת בת 120 מושבים, אחוז חסימה 3.25% (no explicit question wording given)",האחדות,"מפלגה בראשות ארדן, אדלשטיין ושקד",0,0.5,,1,2026-08-16
4052,פרויקט המדגם (רוזנר),חדשות 13,2026-08-04,2026-08-05,961,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",ישר,ישר,23,,,1,2026-08-10
4052,פרויקט המדגם (רוזנר),חדשות 13,2026-08-04,2026-08-05,961,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",הליכוד,ליכוד,22,,,1,2026-08-10
4052,פרויקט המדגם (רוזנר),חדשות 13,2026-08-04,2026-08-05,961,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",ביחד,ביחד,13,,,1,2026-08-10
4052,פרויקט המדגם (רוזנר),חדשות 13,2026-08-04,2026-08-05,961,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",ישראל ביתנו,ישראל ביתנו,11,,,1,2026-08-10
4052,פרויקט המדגם (רוזנר),חדשות 13,2026-08-04,2026-08-05,961,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",הדמוקרטים,הדמוקרטים,11,,,1,2026-08-10
4052,פרויקט המדגם (רוזנר),חדשות 13,2026-08-04,2026-08-05,961,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",עוצמה יהודית,עוצמה יהודית,9,,,1,2026-08-10
4052,פרויקט המדגם (רוזנר),חדשות 13,2026-08-04,2026-08-05,961,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",יהדות התורה,יהדות התורה,8,,,1,2026-08-10
4052,פרויקט המדגם (רוזנר),חדשות 13,2026-08-04,2026-08-05,961,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?","ש""ס","ש""ס",7,,,1,2026-08-10
4052,פרויקט המדגם (רוזנר),חדשות 13,2026-08-04,2026-08-05,961,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",הרשימה המשותפת,"חד""ש-תע""ל",6,,,1,2026-08-10
4052,פרויקט המדגם (רוזנר),חדשות 13,2026-08-04,2026-08-05,961,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",הציונות הדתית,הציונות הדתית,5,,,1,2026-08-10
4052,פרויקט המדגם (רוזנר),חדשות 13,2026-08-04,2026-08-05,961,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?","רע""ם","רע""ם",5,,,1,2026-08-10
4052,פרויקט המדגם (רוזנר),חדשות 13,2026-08-04,2026-08-05,961,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",כחול לבן,כחול לבן,0,,,1,2026-08-10
4052,פרויקט המדגם (רוזנר),חדשות 13,2026-08-04,2026-08-05,961,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",אחר,"בל""ד",0,,,1,2026-08-10
4052,פרויקט המדגם (רוזנר),חדשות 13,2026-08-04,2026-08-05,961,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",אחר,יסודות ישראל,0,,,1,2026-08-10
4052,פרויקט המדגם (רוזנר),חדשות 13,2026-08-04,2026-08-05,961,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",מקום לכולנו,מקום לכולנו,0,,,1,2026-08-10
4055,לזר מחקרים,מעריב,2026-08-05,2026-08-06,502,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",ישר,ישר! עם איזנקוט בראשות גדי איזנקוט,23,16.3,8.2,1,2026-08-10
4055,לזר מחקרים,מעריב,2026-08-05,2026-08-06,502,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",הליכוד,הליכוד בראשות בנימין נתניהו,22,16.0,8.2,1,2026-08-10
4055,לזר מחקרים,מעריב,2026-08-05,2026-08-06,502,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",ביחד,ביחד - בראשות נפתלי בנט,15,11.2,8.2,1,2026-08-10
4055,לזר מחקרים,מעריב,2026-08-05,2026-08-06,502,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",ישראל ביתנו,ישראל ביתנו בראשות אביגדור ליברמן,10,5.8,8.2,1,2026-08-10
4055,לזר מחקרים,מעריב,2026-08-05,2026-08-06,502,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",הדמוקרטים,הדמוקרטים בראשות יאיר גולן,9,6.2,8.2,1,2026-08-10
4055,לזר מחקרים,מעריב,2026-08-05,2026-08-06,502,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",עוצמה יהודית,עוצמה יהודית בראשות איתמר בן גביר,8,6.3,8.2,1,2026-08-10
4055,לזר מחקרים,מעריב,2026-08-05,2026-08-06,502,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",יהדות התורה,יהדות התורה בראשות יצחק גולדקנופף,8,4.9,8.2,1,2026-08-10
4055,לזר מחקרים,מעריב,2026-08-05,2026-08-06,502,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?","ש""ס",שס בראשות אריה דרעי,7,4.2,8.2,1,2026-08-10
4055,לזר מחקרים,מעריב,2026-08-05,2026-08-06,502,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",הרשימה המשותפת,חדש תעל,5,3.4,8.2,1,2026-08-10
4055,לזר מחקרים,מעריב,2026-08-05,2026-08-06,502,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?","רע""ם",רעמ בראשות דר מנסור עבאס,5,3.6,8.2,1,2026-08-10
4055,לזר מחקרים,מעריב,2026-08-05,2026-08-06,502,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",הציונות הדתית,הציונות הדתית בראשות סמוטריץ,4,3.2,8.2,1,2026-08-10
4055,לזר מחקרים,מעריב,2026-08-05,2026-08-06,502,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",בית ציוני,בית ציוני בראשות חילי טרופר ויועז הנדל,4,3.4,8.2,1,2026-08-10
4055,לזר מחקרים,מעריב,2026-08-05,2026-08-06,502,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",אחר,בלד,0,1.1,8.2,1,2026-08-10
4055,לזר מחקרים,מעריב,2026-08-05,2026-08-06,502,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",כחול לבן,כחול לבן,0,1.0,8.2,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",הליכוד,הליכוד בראשות בנימין נתניהו,23,18.7,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",ישר,מפלגת ישר! בראשות גדי איזנקוט,22,17.9,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",ביחד,"""ביחד"" בראשות נפתלי בנט",13,10.6,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",הדמוקרטים,מפלגת הדמוקרטים בראשות יאיר גולן,10,8.1,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",עוצמה יהודית,עוצמה יהודית בראשות איתמר בן גביר,9,7.3,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",ישראל ביתנו,ישראל ביתנו בראשות אביגדור ליברמן,9,7.3,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",יהדות התורה,יהדות התורה בראשות יצחק גולדקנופף,8,6.5,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)","ש""ס","ש""ס בראשות אריה דרעי",7,5.7,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)","רע""ם","רע""מ בראשות מנסור עבאס",6,4.9,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",הרשימה המשותפת,"חד""ש-תע""ל בראשות יוסף ג'אברין ואחמד טיבי",5,4.1,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",בית ציוני,חילי טרופר ויועז הנדל – מפלגת בית ציוני המילואימניקים,4,3.3,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",הציונות הדתית,הציונות הדתית בראשות בצלאל סמוטריץ',4,3.3,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",כחול לבן,כחול לבן בראשות בני גנץ,0,0.7,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",אחר,"בל""ד בראשות סמי אבו שחאדה",0,1.6,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,scenario,2,"תחזית המנדטים 2 - איחוד המועמדים והמפלגות הבאות למפלגה אחת חדשה (שאינה מזדהה עם אף אחד מהגושים ומעוניינת בהקמת ממשלת אחדות): חילי טרופר, יועז הנדל והמילואימניקים, גלעד ארדן, בני גנץ וכחול לבן, דדי שמחי, יולי אדלשטיין, שרן השכל, עליזה בלוך ואיילת שקד",הליכוד,הליכוד בראשות בנימין נתניהו,23,18.3,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,scenario,2,"תחזית המנדטים 2 - איחוד המועמדים והמפלגות הבאות למפלגה אחת חדשה (שאינה מזדהה עם אף אחד מהגושים ומעוניינת בהקמת ממשלת אחדות): חילי טרופר, יועז הנדל והמילואימניקים, גלעד ארדן, בני גנץ וכחול לבן, דדי שמחי, יולי אדלשטיין, שרן השכל, עליזה בלוך ואיילת שקד",ישר,מפלגת ישר! בראשות גדי איזנקוט,21,16.7,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,scenario,2,"תחזית המנדטים 2 - איחוד המועמדים והמפלגות הבאות למפלגה אחת חדשה (שאינה מזדהה עם אף אחד מהגושים ומעוניינת בהקמת ממשלת אחדות): חילי טרופר, יועז הנדל והמילואימניקים, גלעד ארדן, בני גנץ וכחול לבן, דדי שמחי, יולי אדלשטיין, שרן השכל, עליזה בלוך ואיילת שקד",ביחד,"""ביחד"" בראשות נפתלי בנט",13,10.4,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,scenario,2,"תחזית המנדטים 2 - איחוד המועמדים והמפלגות הבאות למפלגה אחת חדשה (שאינה מזדהה עם אף אחד מהגושים ומעוניינת בהקמת ממשלת אחדות): חילי טרופר, יועז הנדל והמילואימניקים, גלעד ארדן, בני גנץ וכחול לבן, דדי שמחי, יולי אדלשטיין, שרן השכל, עליזה בלוך ואיילת שקד",הדמוקרטים,מפלגת הדמוקרטים בראשות יאיר גולן,11,8.8,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,scenario,2,"תחזית המנדטים 2 - איחוד המועמדים והמפלגות הבאות למפלגה אחת חדשה (שאינה מזדהה עם אף אחד מהגושים ומעוניינת בהקמת ממשלת אחדות): חילי טרופר, יועז הנדל והמילואימניקים, גלעד ארדן, בני גנץ וכחול לבן, דדי שמחי, יולי אדלשטיין, שרן השכל, עליזה בלוך ואיילת שקד",עוצמה יהודית,עוצמה יהודית בראשות איתמר בן גביר,9,7.2,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,scenario,2,"תחזית המנדטים 2 - איחוד המועמדים והמפלגות הבאות למפלגה אחת חדשה (שאינה מזדהה עם אף אחד מהגושים ומעוניינת בהקמת ממשלת אחדות): חילי טרופר, יועז הנדל והמילואימניקים, גלעד ארדן, בני גנץ וכחול לבן, דדי שמחי, יולי אדלשטיין, שרן השכל, עליזה בלוך ואיילת שקד",ישראל ביתנו,ישראל ביתנו בראשות אביגדור ליברמן,9,7.2,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,scenario,2,"תחזית המנדטים 2 - איחוד המועמדים והמפלגות הבאות למפלגה אחת חדשה (שאינה מזדהה עם אף אחד מהגושים ומעוניינת בהקמת ממשלת אחדות): חילי טרופר, יועז הנדל והמילואימניקים, גלעד ארדן, בני גנץ וכחול לבן, דדי שמחי, יולי אדלשטיין, שרן השכל, עליזה בלוך ואיילת שקד",האחדות,איחוד של כל מפלגות האמצע שאינן מזדהות עם אף אחד מהגושים,8,6.4,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,scenario,2,"תחזית המנדטים 2 - איחוד המועמדים והמפלגות הבאות למפלגה אחת חדשה (שאינה מזדהה עם אף אחד מהגושים ומעוניינת בהקמת ממשלת אחדות): חילי טרופר, יועז הנדל והמילואימניקים, גלעד ארדן, בני גנץ וכחול לבן, דדי שמחי, יולי אדלשטיין, שרן השכל, עליזה בלוך ואיילת שקד",יהדות התורה,יהדות התורה בראשות יצחק גולדקנופף,8,6.4,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,scenario,2,"תחזית המנדטים 2 - איחוד המועמדים והמפלגות הבאות למפלגה אחת חדשה (שאינה מזדהה עם אף אחד מהגושים ומעוניינת בהקמת ממשלת אחדות): חילי טרופר, יועז הנדל והמילואימניקים, גלעד ארדן, בני גנץ וכחול לבן, דדי שמחי, יולי אדלשטיין, שרן השכל, עליזה בלוך ואיילת שקד","ש""ס","ש""ס בראשות אריה דרעי",7,5.6,,1,2026-08-10
